title;label
Podesta Part 18: Wikileaks Releases Another 1,300 Emails Total Is Now 31,500;1
What you need to know about the New Hampshire primary;0
This smart, harmless pesticide patent could take down Monsanto and change the world;1
NATO and Putin: Downed Russian bomber is big threat;0
Assange claims ‘crazed’ Clinton campaign tried to hack WikiLeaks;1
The most durably Democratic county in the country could go for Trump;1
Donald Trump a KGB Spy?;1
Rand Paul Drops Out Of White House Race;0
West covering up crimes of Bahraini regime: Analyst;1
No, Mexico Doesn’t Have A Wall On Its Southern Border—But If Trump Wins It Might Build One;1
Donald Trump's run: He was just the man he was waiting for;0
Episode #159 – SUNDAY WIRE: ‘Tick-Tock USA’ with guests Dr Marcus Papadopoulos, Basil Valentine;1
Trump Haters Mow Down Signs, “Black Women for Trump” Make Them Famous;1
AP FACT CHECK: Claims in the VP debate;0
Why You Should Drink Carrot Juice Daily? How to Make Your Own?;1
Ugly, bloody scenes in San Jose as protesters attack Trump supporters outside rally;0
PrankGate? Patriots' Gostkowski Terrorizing NFL Via Prank Calls;1
Millions of South Koreans Rise Up Against Shadow Government;1
Why did Mexico invite Donald Trump for a visit? (+video);0
Paintings 'almost no one else seemed to be doing';1
Hillary is new and improved! Take as directed.;0
Without Bold Agenda, Warn Progressives, A Clinton Presidency Won’t Stand Chance;1
The Double Standards of American Politics (What Do I Tell My Daughter?) · Guardian Liberty Voice;1
Civil War in the GOP: Trump Leading “Long Experiment in Populism… New Republican Party”;1
Comment on "What Hath Trump Wrought?" by Pat Buchanan;1
Protests at Donald Trump rally overshadow Washington primary win;0
Obama takes fire for;0
Bernie Sanders is expected to endorse Hillary Clinton today. What did his movement mean?;0
WikiLeaks Revelations Leave The Federal Emperor Wearing No Clothes;1
Trump Doubles Down On McCain Criticism, Refusing To Apologize;0
Why Scott Walker's supernova campaign burned out (+video);0
Baltimore, race and matters of perception;0
WORLD WAR 3 is Now * HILLARY Clinton Is Mushroom Cloud Waiting to Happen;1
Congress inches closer to cliff;0
Carson Doubles Down on 'Muslim' Comments: 'Sharia Inconsistent with Constitution';0
It Looks Like George Soros is Funding the Trump Protests Just Like He Funded The Ferguson Riots;1
In clash between Trump and the Khans, new signs of a cultural and political divide;0
CHARLESTON ‘ON EGGSHELLS’ ON EVE OF TWO RACIALLY CHARGED TRIALS |;1
Chris Christie says debt-free college is 'wrong';0
Just Weeks After Obama’s Executive Order on Catastrophic Space Weather Events, a Coronal Mass Ejection Is Set to Hit on Election Day?;1
PUTIN’S LATEST ATTACK AGAINST HILLARY CLINTON AND THE U.S ESTABLISHMENT;1
New York prison escape: Worker questioned, source says;0
Texas Republican Calls Hillary The WORST Word You Could Ever Call A Woman, Blames Staffer (IMAGES);1
VA Secretary Robert McDonald admits lying about Special Forces service, apologizes;0
Texas County Enacts "Emergency Paper Ballots" After "Software Glitch" In Voting Machines;1
Jeb Bush and Iraq: What price family loyalty? (+video);0
Iraqi Soldier Battling in Mosul Reunited with His Family After Two Years of Estrangement;1
House Committee Report Finds Secret Service Is 'An Agency In Crisis';0
History class becomes a debate on America;0
Congress: Hillary Will Be Impeached If She Becomes President;1
Poll: Trump leads GOP race nationally but with weaker hold on the party;0
Jesse Matthew charged in Hannah Graham's murder DA will not pursue death penalty;0
With Iran deal, Obama makes bad history;0
23 Things to Do to Improve Your Mental Health;1
Kentucky clerk still won't issue same-sex marriage licenses;0
NATIONAL REVIEW, Conservatism Inc., Plan To Cave EVEN MORE On Immigration!;1
Ore. Gunman Asked Victims If They Were Christians;0
BREAKING: Muslim shot dead after trying to KILL GUARD at US EMBASSY in Kenya;1
Why we miss the unpolarizing Pat Moynihan;0
Why are these candidates losing the GOP race so far?;0
Former DEA Prescription Head Drops a BombShell — Congress Protects Big Pharma & Fuels Opioid Crisis;1
Sanders won't call for release of Clinton's bank speech transcripts;0
Trump’s impending nomination means it’s time for a third party;0
The College Loan Bombshell Hidden in the Budget;0
It Took Less Than 2 Hours For The New Email Investigation Story To Completely Collapse (VIDEO);1
How Predictive Are Iowa And New Hampshire?;0
ISIS Executes 300 Iraqi Civilians by Firing Squad North of Mosul;1
Common painkillers linked to increased heart failure risk;1
THIS Test Will Tell If You Are An Indigo, A Crystal Or A Rainbow Child!;1
6 Places Voter Fraud Has Already Happened… But Don’t Worry;1
Trump: 'We Must Replace Globalism with Americanism';0
Hillary Clinton introduces Michelle Obama at campaign rally (wait, WHAT?) [video];1
Who reckons this might not be a legit iPhone charger?;1
Comment on If Clinton Goes Down, Loretta Lynch Will Go Down With Her by Truth Detector;1
Arianna Huffington, journalist: echo chamber for Hillary Clinton;1
Obama On Loretta Lynch: 'You Don't Hold Attorney General Nominees Hostage';0
Profit sharing was supposed to be a silver bullet for middle-class success. What happened?;0
The FBI and DOJ Summed Up By One BRUTAL Cartoon;1
News And Views From The Nefarium – November 3, 2016 [Video];1
How the election battle shapes up;1
Trump: O'Malley 'weak' and 'pathetic' for apologizing to Black Lives Matter protestors;0
Ted Cruz’s 5-percent flim-flam: His latest economic promise is a real laugher;0
In my timeline it was Michael Barage, Rump and Billary;1
Hillary Clinton wins debate, Bernie Sanders rises in polls;0
Parsing Biden's words: If Hillary runs, he won't - Politics.com;0
United We Grand - The Onion - America's Finest News Source;1
Former Attorney General Janet Reno Passes Away;1
Media Self-Destruct over Trump;1
To finish MLK's work, face up to racism (Opinion);0
Bill Clinton Inc: Billions for the Foundation, $116 Million for the Clintons;1
Comment on Corporate Democratic Party Think Tank ‘Third Way’ Exposed by Dear Centrists: The Left Has Something to Say Whether You Like It or Not;1
Russian jet crashes in Egypt's Sinai Peninsula, killing 224 people;0
WATCH: Mass Shooting Occurs During #TrumpRiot Media Ignores (Video);1
The Anti-Trump Protesters Are Tools of the Oligarchy;1
Jeb on running as a Bush: 'Interesting challenge';0
VA Hospital Honors Decorated Veteran of Three Wars with Free Side of Mashed Potatoes | GomerBlog;1
British banker took 60g of cocaine while torturing & killing prostitute, court told;1
Bill Black: Wall Street’s Apologist-in-Chief Mansplains Regulation to Senator Warren;1
“We are losing control of the streets,” say police as Angela Merkel’s Germany descends into chaos and lawlessness;1
Will Bill Clinton's best effort be enough?;0
At least 12 dead in shooting at office of satirical French magazine;0
Hillary is So Unpopular, She Has to Pay Off Youth Voters and Fabricate Her Rallies;1
Because of Hillary Clinton, Emergency-Contraception Is Banned In Honduras;1
Iran, world powers agree to nuclear deal;0
Supreme Court Throws Out Ruling On Obamacare Contraception Mandate;0
In era of Trump, spin cycle gets a makeover;0
Clinton Camp in Damage-Control Mode Over 'Top Secret' Emails;0
North Dakota had 292 oil spills in 2 years officially disclosed 1 to the public;1
Clinton rails against big banks, but refuses to release Wall Street speeches;0
Fresno State Student Transitions to a Male;1
Comment on The Liberal Conservative Examines The Bill Of Rights, Part VIII by Entertainment and Movie reviews with tips on how to get Website Traffic and Make Money Online.;1
Yemeni forces fire ballistic missile at Saudi Arabia’s Jeddah airport;1
Jim Rogers: It’s Time To Prepare Economic And Financial Collapse Imminent (VIDEO);1
What to Expect From the New Congress;1
Clinton Promises To Scrap ‘Pointless’ FBI If Elected;1
Jesus Christ’s ‘Burial Slab’ Uncovered During Restoration;1
Knesset Speaker asks Vatican to join battle against UNESCO’s denial of history;1
Mitt Romney Could Soon Endorse Marco Rubio. Will Jeb Join Him?;0
4 Motivation-Zapping Thoughts To Identify and Eliminate;1
How World War III Could Start;1
Charlie Hebdo editor-in-chief: ‘Religion should not be a political argument.’;0
John Pilger: ‘The truth is… there was no one to vote for’ (Going Underground US election special);1
Ashton Carter Is Sworn In As Obama's 4th Defense Secretary;0
Historic nuclear deal reached in Vienna: What does it mean for Iran?;0
Can Cruz-Kasich strategy really stop Trump?;0
Obama’s inconsistent claim on the ‘frequency’ of mass shootings in the U.S. compared to other countries;0
Halloween Costumes Mocking #NoDAPL Activists Hit Social Media;1
Appeals court rules against Obama’s immigration plan;0
NATO, Russia To Hold Parallel Exercises In Balkans;1
The vengeful god of Kim Davis: The powerful forces we ignore when we fixate on one Kentucky clerk;0
South Dakotans may not like Obama, but they’d like to see the president;0
October Surprise: ABC Uncovers “Millions” of Payments From Russia To Trump;1
Republicans finally pass an Obamacare repeal. Do GOP voters care?;0
FBI Agent Accuses James Comey Of ‘Trampling On The Rule Of Law’;1
Dan Pfeiffer to leave White House;0
Contaminated food from China now entering the U.S. under the 'organic' label;1
Exclusive Clinton op-ed: I'll look for common ground;0
Don’t Believe The Myth That Weightlifting Will Slow You Down;1
Poll: Voters trust Trump on economy, Clinton on nukes;0
NC Governor Partially Changes 'Bathroom Bill' after Backlash;0
Donald Trump Is The King Of Russian Spies;1
Obama: ‘Africa is on the move’;0
“Where is the public outcry for an explanation of how the longest war in American history is on a course to end in failure?”;0
The Arrivals Bosanski Prijevod 36-theStoryOfJesus;1
Hamas Member Admits On Live TV That ‘Palestine’ Never Existed;1
The Hillary Era is Coming: Worry!;1
The FBI's Clinton Investigation Is Wider Than Assumed;1
White people have a race — but everyone flips out when we talk about it;0
N.J. Gov. Christie walks a fine line on gay marriage;0
Democrats Push to Prevent Gun Sales to Terror-list Suspects;0
Contests in South Carolina, Nevada to test the appeal of the outsiders;0
Donald Trump Call For Immediate Shutdown of Clinton Foundation;0
Louie Gohmert For House Speaker?;0
Secretary of Labor Tom Perez on how to fight for social change;0
Wikileaks: Clinton, Podesta Agreed Not To Distribute Confidential Intel By Private Email Account;1
Wolf Richter: What the Heck’s Going on with Foreclosures? Why this Spike?;1
RED ALERT: China officially orders its citizens to prepare for WW3 as tensions with the United States boil over;1
The World is Waking Up and it’s Magic to Watch;1
If Donald Trump gets rattled by press, how would he handle Putin?;0
Belgian police hunting 2 mystery bombers believed to have survived Brussels attacks;0
Health Ranger to launch revolutionary, certified organic, non-GMO preparedness food line this Thursday;1
France Plans to Implement Universal Biometric IDs;1
NEW WIKILEAK : Top Clinton Operative Believes “BLACK VOTERS ARE STUPID” – TruthFeed;1
The Latest On Iran Deal: Obama Says Deal Provides New Way Forward;0
Israel preparing for one-sided UN Security Council resolutions;1
Senate Dems back down on Iran, say won’t support sanctions bill yet;0
Melania Trump Plagiarized Michelle Obama, a Woman Republicans Said Hated America;0
Yosemite free-climbers reach top of El Capitan;0
Peter Thiel On Trump;1
Three Likely GOP White House Hopefuls Back Legal Status for Illegal Immigrants;0
Comment on India Moves to Severely Restrict Use of Cash, Forcing Much of Economy Into Barter by Bugs Bunny;1
Migrants FLOOD Into U.S. From Mexico Right Before Election;1
Scott Walker: Wall on Canadian Border Worth Reviewing;0
State Dept. uncovers nearly 18,000 missing emails sought from ex-Clinton spokesman;0
Police Departments Refuse Participation In Dakota Access Pipeline Crackdown;1
Donald Trump and the Equilibrium to Come | New Eastern Outlook;1
Environment 'Has Never Been A Partisan Issue' For EPA Administrator;0
Obama pushing to diversify federal judiciary amid GOP delays;0
Why presidential candidates' faith matters less and less to voters;0
DOJ: Guardsman, cousin charged with supporting ISIL;0
Obama will not endorse candidate in Democratic primary race;0
Will #DraftOurDaughters Bring Hillary Down?;1
Michelle Obama's full DNC speech: Best of the night?;0
They Knew: The End of the Clinton Lies Begins;1
The USA Era (1945 - 2008) in Retrospect;1
Russia Warns US In Total Breakdown After FBI Notifies Obama All Hillary Emails Found;1
Mormon Exodus: Trump, Clinton Tied in Utah at 26% McMullin 22%, Johnson 14%;0
Why Clinton remains inevitable — almost;0
Fact-checking the second Clinton-Trump presidential debate;0
Sandy Hook Promise Rakes In $6 Million (VIDEO);1
Obama veers left;0
Libertarians hope rallies and ads can nudge them into the presidential debates;0
Islamic State admits defeat in Kobani blames airstrikes;0
Obama On Climate Change: 'I Actually Think We're Going To Solve This Thing';0
Mike Huckabee on Netanyahu, wage stagnation, 2016 and more;0
Crucial Rule Is Delayed a Year for Obama’s Health Law;0
At least 12 dead after terror attack at Paris newspaper office (+video);0
World leaders' personal chefs sample Indian market fare;1
An Open Letter to Black South African Police Officers;1
Gay man finds it in himself to tolerate religious person;1
US Spy Chief: Asking North Korea To Stop Nuke Program a ‘Lost Cause’;1
The Devastating Consequences Of A 'Small' Rise In Global Temperatures;0
Cost, logistics of Obama immigration plan raise concerns before launch;0
General is most senior Army officer to kill self;1
Putin Mocks Clinton Claim Of Russia Election Meddling: ‘Is U.S. A Banana Republic?’;1
Attack of the Clones translated into Chinese and back to English makes for hilarious subtitles;1
Seth Meyers Takes ‘A Closer Look’ At The Final Stretch Of The Election Season (VIDEO);1
HUFFPOLLSTER: Growing Economy Good News For Obama;0
Soros-Linked Voting Machines Cause Concern over Rigged Election;1
Israel settlements legal, Trump aide says, playing anti-Iran video message on Mount Zion;1
3 Members Of Muslim Family Shot Dead In Chapel Hill;0
Is Obama preparing a parting shot on Israel? This President must not bind the next;1
“Scary Stories In 5 Words” are terrifying tales for people short on time;1
BUSTED: Eric Trump Admits Daddy ‘Started The Conversation’ About Obama’s Birth Certificate (AUDIO);1
Wolf Richter: Done in by Overcapacity, Stagnant World Trade, and China, Korean Shipbuilders Collapse on Top of Taxpayers;1
Stating the obvious? FBI awkwardly acknowledges San Bernardino massacre likely terrorism;0
Alex Collier on Angels 2016-10-22 [VIDEO];1
What Is To Be Done?;1
American Dream, Revisited;1
Thousands of rape kits left untested despite federal pledge, critics blame DOJ;0
Mr. Trump goes to Washington: The surreal spectacle of a know-nothing GOP frontrunner;0
Fox News Just Exposed Hillary’s ILLEGAL VOTING Scheme To The Entire Country!;1
Oil prices could fall further if Iran nuclear deal is reached;0
Why Are Russia and China Buying Up All of America’s Food? Paul Martin and Dave Hodges;1
Obama to propose spending $74B more in 2016 than mandatory spending cuts;0
US Votes 'No' As UN Adopts Landmark Resolution Calling to Ban Nuclear Weapons;1
Trump: I'll Only Lose With 'Cheating,' Asks Supporters To Watch Polling Places;0
Clinton looks to sisterhood, but votes may go to Sanders;0
Clinton campaign denies access to pool reporter;0
Europeans have no future - Putin on Migrant Crisis [Video];1
Doug Schoen: Trump, Hillary and the forgotten swing vote -- seniors;0
Re: Americans Want Hillary in Jail - Rightly So!;1
BRICS Do Not Lack Mortar: What Detractors Should Know - Rakesh Krishnan Simha;1
How the GOP can take back the White House;0
Sorry Jeb, 'anchor babies' is a slur;0
Fight night: Why the South Carolina showdown could turn bloody;0
Battle over Scalia’s replacement already spilling into Senate races;0
WikiLeaks Podesta Emails Confirm Hillary’s Health Issues;1
Clinton struggles to contain media barrage on foreign cash;0
What WikiLeaks hack says about Clinton: Our view;0
Providing Balanced Information Is Not Facebook's Goal - NYTimes.com;0
Which States Can Gary Johnson and Jill Stein Spoil?;0
On Trump’s victory;1
Trump Hits 'Magic Number' of Delegates Required for Nomination;0
OPINION: Both sides of abortion debate need to talk more honestly;0
Vine 2013-2016: celebrate the life and death of an app with these 12 clips;1
Possibility of fire aboard EgyptAir flight raised as body parts, debris found in Mediterranean;0
These New Solar Panels Use Sunlight to Create Clean Drinking Water from the Air;1
Hacker Guccifer 2.0 Says Election Could Be Rigged, Promises to Monitor 'from Inside';1
Presumptive Nominee? Trump Indiana Win Creates Big Challenge to Unite Party;0
Is the Hillary email scandal Watergate all over again?;0
Do Britain’s gunless bobbies provide answers for America’s police?;0
Top EU Official Disputes That Trump Could Upend Iran Nuclear Deal;1
Another 4.6-Magnitude Tremor Hits Central Italy After Two Earthquakes;1
Christie is wrong. Vaccination is not a personal decision. It's a social obligation.;0
Steve Case: Why I’m voting for Hillary Clinton;0
Comment on Unprecedented letter from Chair of Joint Chiefs suggests U.S. military does not want a President Hillary by joworth;1
Israel Tracked ‘Anti-Government’ Journalists On Facebook;1
Newt Says GOP Women Are Actually Thanking Him for Calling Out Megyn Kelly on ‘Sex Obsession’;1
An Admittedly Ingenious Low;1
Week of Donald Trump-Hillary Clinton feud a taste of things to come;0
Trump calls for charges against Clinton after FBI interview in email investigation;0
Teenager ‘enamored with ISIS’ in court over ‘viable device’ found on London Underground;1
How To Talk To Your Child About Death - The Onion - America's Finest News Source;1
Busted: Bill Recorded Telling Mistress To Deny That Clintons Helped Her Get A State Job;1
BREAKING: U.S. And Russian Jets Almost Collide Over Syria;1
Cruz takes all 14 delegates at Wyoming GOP convention, NY primary next;0
Think Indiana is bad? It's legal to deny service to gay and lesbian people in 29 states.;0
Crossing the Acheron: Back to Vietnam;1
Before leak, NSA mulled ending phone program;0
“America has lost” in the Philippines;1
Report: Solar industry added jobs 20 times faster than the national average last year;0
The teachable moment of Saudi Arabia’s economic threat against the United States;0
What Are Saponins? Discovering Their Health Benefits;1
This astonishing chart shows how moderate Republicans are an endangered species;0
Why the Democrats Keep Losing the Congress;1
Will Barack Obama Delay Or Suspend The Election If Hillary Is Forced Out By The New FBI Email Investigation?;1
The wingnut myth that refuses to die: The one simple reason why there’s no “liberal media conspiracy”;0
LEAKED BOMBSHELL: The Shocking Truth About Hillary That Huma Abedin Has Concealed For Years;1
Bombshell: 2006 audio of Hillary Clinton proposing rigging Palestine election;1
Dems’ scary electoral future: Why the progressive sales pitch is getting harder;0
Chinese Immigrants Demand Protection from Paris Muggers;1
Transylvania Recalls Melania Trump While Movement To Deport Her Gains Steam;1
OnPolitics | 's politics blog;0
NYC Democratic Election Commissioner: “They Bus People Around to Vote”;1
Poll: With 2016 approaching, Clinton maintains advantages;0
Facebook is full of fake news stories. On Election Day, don’t fall for them.;0
Electric Floors Could Generate Renewable Energy From Walking;1
Kind Samaritan Pays Off All Overdue Lunch Fees At Hometown Elementary School;1
Why now, John Kasich?;0
New Heavy-Duty Voting Machine Allows Americans To Take Out Frustration On It Before Casting Ballot - The Onion - America's Finest News Source;1
House approves Syrian refugees bill;0
Round 2: GOP rivals try to ding Trump at debate – front-runner hits back;0
Hillary admits creation of Mujahedin plague;1
Russia prevented Spain from diplomatical conflict denying its proposal;1
Get Ready For A Likely Market Crash After Election [Video w/ Transcript];1
When white nationalists show up to 'monitor' the polls;0
Michelle Obama Deletes Hillary Clinton From Twitter;1
DAPL Protesters Proven Right as Largest Gas Pipeline in U.S. Experiences Massive and Deadly Explosion;1
Jeb Bush Attacks Obama Administration For Failing 'Easy Calls' On Religious Freedom;0
US Insiders  Not Russia  Leaked Clinton Emails;1
Iraq ‘Ready For War’ With Turkey Over Who Should Control Mosul After Isis;1
Trump voter listens carefully to call for national unity then sets up Aryan website;1
NOT KIDDING: Colleges Give Students “Safe Spaces” To Cry Over Trump Win…Threaten Students Over Pro-Trump “Chalkings”;1
Ferguson, N. Charleston: 2 police killings, 2 outcomes;0
Uber Drivers Found To Discriminate By Gender, Race - The Onion - America's Finest News Source;1
Senate GOP prepared to replace Obamacare subsidies;0
Putin Dedicates Christian Statue to Prince Vladimir;1
Newt Gingrich goes berserk when Fox News Megyn Kelly referred to Trump as a sexual predator;1
Why Sprott Believes Gold Bullion Is A Mandatory Portfolio Asset;1
Let’s Be Clear—A Vote for Warmonger Hillary Clinton Is a Vote for World War 3;1
Twitter Users DESTROY Clinton Puppet James Comey #ComeyResign – TruthFeed;1
Trump says GOP opposition to him 'taking advantage of our country';0
GOP voters want an apocalypse: The truth about Trump & Carson’s success;0
EWAO Hubble has just spotted mysterious 'plasma balls' of unknown origin;1
Donald Trump's lost month in Iowa;0
Hillary Helped Chelsea’s Friend With VISA Issues Within 2 Hours;1
From downed Russian jet, hard lessons about destroying Islamic State;0
Webb rips Clinton's State record as he mulls independent White House bid;0
JOHNSON & JOHNSON ORDERED TO PAY $70 MILLION TO CALIFORNIA WOMAN FOR CANCER-LINKED BABY POWDER;1
Who's Got the Best Chance against Clinton? It's Not Who You Think…;0
Rubio: Obama's diplomacy with dictators threatens America's safety, security;0
The Daily 202: Clinton and Trump cave to pressure;0
Inside the Invisible Government: War, Propaganda, Clinton & Trump;1
Former GOP Congressman Goes Full Trump, Encourages Armed Revolt If Clinton Wins;1
For young black activists, an urgent task: Persuading peers to vote;0
Peter Brimelow On With Steve Curtis At 8:05 Eastern;1
Marco Rubio’s big gamble;0
Donald Trump's year of tweeting dangerously;0
Coalition Nations Seek to Put North Korea in a Vise;1
National Review disses Donald Trump: Why the magazine's plan won't work;0
Hillary Clinton's 'Delegate Hell';0
Thomas Frank Explores Whether Hillary Clinton and the Democratic Party Will Address Inequality;1
Congress likely to blow budget deadline;0
Ukraine Withdraws Forces After Fight Over Strategic City;0
6 Myths That Men Believe About Southeast Asia;1
What happened in this election?;1
Top university stole millions from taxpayers by faking global warming research;1
No charges after new review of Hillary Clinton emails – FBI director;1
Playing the “rigged” card: Trump, Jones and other conspiracy mongers must look within the GOP for the legit scandals;0
“Brexit means Clusterfuck” confirms Prime Minister;1
Why Netanyahu is confronting the White House;0
‘Ignored’ voter to become ‘absolutely shafted’ voter;1
Hillary Reboots ‘Vast Right-Wing Conspiracy’ Playbook;1
GOP Leaders: Donald Trump, Paul Ryan Meeting 'Critical';0
Can U.S. Elections Really Be Stolen? Yes      : Information Clearing House - ICH;1
Obamacare group slashes staff;0
Obama Admits to Rigged Elections back in 2008;1
Alien Insects Capture In UK;1
Hesston, Kansas, mass shooting: what we know;0
Janet Yellen won't say when interest rates will rise because she doesn't know;0
Actually, many Trump voters are in one basket and it’s both racist and economically frustrated;0
EWAO Stephen Hawking Warns: STOP Searching for Aliens before its TOO LATE;1
Chinese may become Russia’s second largest ethnic population by 2050 | Russia & India Report;1
Clinton Cries Racism Tagging Trump with KKK Trump Says 'She Lies';0
There's Something O'Reilly Trusts Even Less Than Iran;0
Meet the Neocons, 9/11 Criminals and Goldman Bankers On Team Trump : The Corbett Report;1
This Times newspaper correction is amusing;1
Obama vowed to be the healer-in-chief. He never made the effort - The Boston Globe;0
6 neo-Nazis arrested in Motorola assassination case, SBU plot exposed - Fort Russ;1
Clinton campaign: WikiLeaks hack gets ‘closer and closer to the Trump campaign’;0
Did Hillary Insult Sanderistas as ‘Basement Dwellers’? No—Just the Opposite;0
Packer to lose more money as Carey wants back-out fee;1
Assange: Clinton Campaign Tried To Hack WikiLeaks;1
Paul: Laws on sexuality could be more ‘neutral,’ but all should be protected;0
What to watch in Tuesday's primaries;0
GOP senators demand answers over disclosure of mission to oust ISIS from Mosul;0
Comment on WATCH: Human Rights Activists Are Targeting The China Dog Meat Festival by information security architect;1
Why Has Putin Pointed Russia's SATAN Nukes at the US? | Silver Doctors;1
ELECTION DAY QUESTION: Do You Want To Glow In The Dark?;1
Trump's economic team has a lot of billionaires, very few economic experts;0
Family issues weigh heaviest on Biden as he considers a 2016 campaign;0
Constitutional Law Expert: Comey Did NOT Violate Law By Announcing Email Investigation;1
Democratic candidates exhibit a new ferocity in last debate before N.H. vote;0
Can Trump Save America Like Putin Saved Russia? — The Saker;1
5 takeaways from the New York primary;0
NATO Confirms Major Troop Buildup In Eastern Europe;1
Gary Johnson and Bill Weld Shift Focus to Answering Questions Outside of Debates;0
Ryan Endorses Trump, Trump Crushes Ryan’s Dreams;0
The reinvention of Mitt Romney;0
Has family guy gone nuts?;1
Donald Trump is really going to be the nominee. This is actually happening.;0
Political polarization is getting worse. Everywhere.;0
Rubio Goes From Robot to Terminator Against Donald Trump;0
Destruction of Walk Of Fame star leaves Donald Trump down to his last six Horcruxes;1
Nobody Won the VP Debate, Least of All the American Electorate;0
Fox News Eats Its Own;0
Exchange of equipment, arms & experience: Large-scale joint NATO drills held in Romania;1
New math: Where Trump, Clinton stand after primary victories;0
What do the protesters believe they are protesting? | OffGuardian;1
Donald Trump Bans 'Washington Post' From Campaign Events;0
Debate over the Cleveland Indians’ Mascot;1
Senate Debate Reveals Absurd Level Of Trade Deal Secrecy;0
ISLAM NOT WELCOME: Obama just got TERRIBLE NEWS – THIS could END his MUSLIM “REFUGEE” Program… FOREVER!;1
McConnell: Trump's Muslim ban wouldn't pass the Senate;0
Putin Warns “US Has Pushed Russia Back Into Nuclear Arms Race”;1
Israel Refuses Participation In Paris Peace Conference;1
Obama nominates Merrick Garland to Supreme Court, sets up Senate showdown;0
‘Like Asking if You’ll Stop Beating Your Wife’: Saudi Ambassador to US Dodges Yemen Cluster Bomb Question - American Herald Tribune;1
National Attention On Ayotte - Hassan (*NH) Senate Race;1
Trump has lit a fire. Can it be contained?;0
Energy Update – Super High Geomagnetic Solar Winds;1
Family history hounds Jeb Bush on campaign trail;0
Donors to G.O.P. Candidates: You’re on Your Own;0
What's NaNoWriMo? Your Story. 30 Days. Try it.;1
Investors Intelligence Says Here Is The Key To A Turnaround In Gold & Silver!;1
Allowing Refugees in US an Open Door to Terror?;0
The Loosening Grip;1
Holder: Ferguson shooter 'disgusting,' 'punk';0
‘Are We Next?’;0
Reductress » This Little Girl’s Mind-Blowing Protest Speech Is Everything Her Mother Told Her to Say;1
Gay Rights Will Continue to Divide Republicans: Albert R. Hunt;0
Love Trumps Hate: GoFundMe To Rebuild Church Torched By Trump Supporter SHATTERS Fundraising Records;1
Jake Tapper: Where were U.S. leaders in Paris march?;0
Hillary Campaign Launching Attacks on the FBI;1
Report: Trump Used Foundation Money to Launch Presidential Campaign;0
Republicans start small on ObamaCare, cross fingers for court intervention;0
Don’t Despair: Why This Election Is Our Greatest Blessing;1
Re: It Is Now Mathematically Impossible To Pay Off The U.S. National Debt;1
Trump relents after withholding medical records;0
President Obama Gets Real, Not Revenge, On Republicans;1
We can't reward Hillary Clinton with the White House for breaking all the rules;0
Hillary accepts the nomination: A bold speech for a singular moment in American history;0
ECB policymakers tout December stimulus extension;1
Here’s How Goldman Sachs Lays People Off | Financial Markets;1
George P. Bush says father Jeb Bush is ‘seriously considering’ 2016 run;0
Ben Carson’s harsh spotlight: An unfit candidate struggles under intense scrutiny;0
How Hedonistic Game Became The Gateway To Virtuous Truths;1
Rachel Dolezal's brother: She's 'making up more lies';0
Transforming hope into reality for patients of drug-resistant TB;1
Court ruling on NSA spying splits 2016 field;0
The Battle at UNESCO;1
Rubio shifts tactics Trump sticks to themes, seeks unity at subdued GOP debate;0
Poll: 6 in 10 Back Renewal of NSA Data Collection;0
Baltimore in flames: senseless;0
In Nevada caucuses, Trump gets a third straight win;0
How Ted Cruz outfoxed Donald Trump in Iowa;0
Stronger together? Yes, Mrs. Clinton, but what does 'together' really mean?;0
:;1
Is This What You Think They Would Look Like? Supposed Pictures of Real Extraterrestrials;1
Rep. Jason Chaffetz launches bid for House speaker, shaking up GOP leadership race;0
Hillary Clinton showed us a glimpse of her soul at Benghazi hearings. It was chilling;0
Orlando: The mainstream media serves up a false narrative about terror attack;0
Jeb Bush Smoked Marijuana, Bullied Other Students In High School;0
Ted Cruz says motivating conservatives is key to winning White House;0
Netanyahu — Flanked by Boehner — Calls for 'Better Deal' with Iran;0
What Is At Stake In The Election;1
Inside the swing-state playbooks;0
Top 10 toxins that are poisoning your kids;1
Even Doctors Are Surprised: This Recipe Renews The Knees And Joints!;1
A suburban tide against Trump could sink his election bid;0
Anonymous Released Video Exposing Huma Abedin Days Before FBI Announcement;1
Hillary Reveals Her Pick for Secretary of State – This Woman CANNOT be Elected!;1
Open carry comes to Texas: Why the Lone Star state will be safer in 2016;0
The Jeb Bush Health Plan: Five Ways It Differs From What Obama's Done;0
New Player in the ISIS War: Christian Gazillionaire Foster Friess;0
CNN Fired Donna Brazile 2 Weeks Ago, Made It Public Now After Wikileaks Revelation;1
Reduce Nurse Burnout by Treating Nurses as Well as We Treat Patients;1
Boehner takes revenge;0
How Asia trade deal could make or break Obama's foreign policy vision (+video);0
Suspects In Paris Magazine Attack Killed Market Gunman And 4 Hostages Also Dead;0
FBI Plan B fails: Clinton to be next president;1
How U.S. Schools Can Improve Math Education - The Onion - America's Finest News Source;1
Why riots happen in places like Baltimore;0
Re: Don’t CLICK that, stupid! Is this email from March 2016 where #PodestaEmails21 and others started?;1
Police Department Is Being Evicted – Lafayette, CA;1
In a break with Obama, Clinton lays out tougher worldview;0
House Republicans try to gut a key American principle;0
